episode,seed,episode_reward,avg_fee_bps,epsilon
728,728,0.2514,11.4382,0.6637
729,729,0.2708,11.6507,0.6633
730,730,0.2515,11.5701,0.6630
731,731,0.2612,11.2132,0.6626
732,732,0.2625,11.1889,0.6622
733,733,0.2514,11.9021,0.6619
734,734,0.2587,11.6625,0.6615
735,735,0.2682,11.4868,0.6611
736,736,0.2529,11.3014,0.6608
737,737,0.2666,11.4361,0.6604
738,738,0.2530,11.3535,0.6600
739,739,0.2751,11.6708,0.6597
740,740,0.2463,11.8896,0.6593
741,741,0.2609,11.4278,0.6589
742,742,0.2721,11.2660,0.6586
743,743,0.2360,11.3208,0.6582
744,744,0.2442,11.9049,0.6578
745,745,0.2765,11.0250,0.6575
746,746,0.2572,11.2243,0.6571
747,747,0.2695,11.4500,0.6568
748,748,0.2594,11.5514,0.6564
749,749,0.2709,11.7111,0.6560
750,750,0.2624,11.2965,0.6557
751,751,0.2499,11.6972,0.6553
752,752,0.2362,11.9146,0.6549
753,753,0.2490,11.5007,0.6546
754,754,0.2783,11.6160,0.6542
755,755,0.2548,11.3493,0.6539
756,756,0.2492,11.8653,0.6535
757,757,0.2626,11.0056,0.6531
758,758,0.2744,10.8549,0.6528
759,759,0.2469,11.4035,0.6524
760,760,0.2665,11.3625,0.6520
761,761,0.2704,11.2868,0.6517
762,762,0.2675,11.5139,0.6513
763,763,0.2569,11.9847,0.6510
764,764,0.2802,11.5917,0.6506
765,765,0.2709,11.5403,0.6502
766,766,0.2726,11.5354,0.6499
767,767,0.2592,10.9174,0.6495
768,768,0.2546,11.4625,0.6492
769,769,0.2527,11.9743,0.6488
770,770,0.2511,12.0507,0.6484
771,771,0.2770,11.0201,0.6481
772,772,0.2571,10.9799,0.6477
773,773,0.2398,11.6708,0.6474
774,774,0.2669,11.3882,0.6470
775,775,0.2544,11.3111,0.6466
776,776,0.2502,11.2396,0.6463
777,777,0.2465,11.5410,0.6459
778,778,0.2559,11.6708,0.6456
779,779,0.2662,11.6535,0.6452
780,780,0.2578,11.4792,0.6449
781,781,0.2795,11.6722,0.6445
782,782,0.2951,11.1319,0.6441
783,783,0.2582,11.4715,0.6438
784,784,0.2498,11.6451,0.6434
785,785,0.2591,11.4778,0.6431
786,786,0.2663,11.3972,0.6427
787,787,0.2440,11.3743,0.6424
788,788,0.2460,11.6444,0.6420
789,789,0.2525,11.5368,0.6417
790,790,0.2624,11.5118,0.6413
791,791,0.2771,11.0604,0.6409
792,792,0.2750,11.0410,0.6406
793,793,0.2596,11.3326,0.6402
794,794,0.2447,11.8271,0.6399
795,795,0.2720,11.2965,0.6395
796,796,0.2508,11.4993,0.6392
797,797,0.2576,11.4403,0.6388
798,798,0.2789,11.1444,0.6385
799,799,0.2769,11.0569,0.6381
800,800,0.2634,11.3882,0.6378
801,801,0.2691,11.0403,0.6374
802,802,0.2889,11.0743,0.6371
803,803,0.2635,11.2847,0.6367
804,804,0.2531,11.1312,0.6364
805,805,0.2729,10.8063,0.6360
806,806,0.2538,11.9257,0.6356
807,807,0.2615,10.7583,0.6353
808,808,0.2547,11.1757,0.6349
809,809,0.2655,11.5958,0.6346
810,810,0.2403,11.5535,0.6342
811,811,0.2735,11.1896,0.6339
812,812,0.2719,11.4924,0.6335
813,813,0.2709,11.3660,0.6332
814,814,0.2682,11.4569,0.6328
815,815,0.2594,11.6882,0.6325
816,816,0.2711,11.4549,0.6321
817,817,0.2646,11.5563,0.6318
818,818,0.2628,11.8576,0.6314
819,819,0.2575,11.3000,0.6311
820,820,0.2628,11.8028,0.6307
821,821,0.2731,11.7090,0.6304
822,822,0.2519,11.4285,0.6300
823,823,0.2802,10.8090,0.6297
824,824,0.2671,10.9319,0.6294
825,825,0.2677,11.0396,0.6290
826,826,0.2665,11.4042,0.6287
827,827,0.2573,11.2465,0.6283
828,828,0.2756,11.3187,0.6280
829,829,0.2736,10.9653,0.6276
830,830,0.2665,11.3764,0.6273
831,831,0.2646,11.4854,0.6269
832,832,0.2880,10.9111,0.6266
833,833,0.2519,11.3424,0.6262
834,834,0.2746,11.4993,0.6259
835,835,0.2644,11.5410,0.6255
836,836,0.2482,11.5299,0.6252
837,837,0.2636,11.5792,0.6249
838,838,0.2771,11.3729,0.6245
839,839,0.2640,11.5535,0.6242
840,840,0.2861,10.7681,0.6238
841,841,0.2867,11.3340,0.6235
842,842,0.2694,11.2500,0.6231
843,843,0.2566,11.4535,0.6228
844,844,0.2749,11.4910,0.6224
845,845,0.2593,11.7757,0.6221
846,846,0.2702,11.2153,0.6218
847,847,0.2655,11.0910,0.6214
848,848,0.2632,11.3194,0.6211
849,849,0.2998,11.1708,0.6207
850,850,0.2837,11.1972,0.6204
851,851,0.2777,10.9118,0.6200
852,852,0.2582,11.7389,0.6197
853,853,0.2726,11.2896,0.6194
854,854,0.2831,11.4069,0.6190
855,855,0.2945,11.6833,0.6187
856,856,0.2719,11.1528,0.6183
857,857,0.2996,11.0563,0.6180
858,858,0.2785,10.9062,0.6177
859,859,0.2687,10.9667,0.6173
860,860,0.2608,11.2417,0.6170
861,861,0.2811,11.2097,0.6166
862,862,0.2778,11.1493,0.6163
863,863,0.2859,10.8799,0.6160
864,864,0.2796,10.9521,0.6156
865,865,0.2741,11.1222,0.6153
866,866,0.2674,10.7583,0.6149
867,867,0.2956,11.0090,0.6146
868,868,0.2718,11.2340,0.6143
869,869,0.2941,10.8215,0.6139
870,870,0.2870,11.0708,0.6136
871,871,0.2773,11.0986,0.6132
872,872,0.2832,11.3625,0.6129
873,873,0.2736,11.5403,0.6126
874,874,0.2586,11.3229,0.6122
875,875,0.2702,11.2021,0.6119
876,876,0.2785,11.6007,0.6116
877,877,0.2712,11.2778,0.6112
878,878,0.2667,11.3951,0.6109
879,879,0.2737,11.2646,0.6105
880,880,0.2759,11.4708,0.6102
881,881,0.2803,11.3757,0.6099
882,882,0.2631,10.9674,0.6095
883,883,0.2836,10.9361,0.6092
884,884,0.2884,11.0500,0.6089
885,885,0.2823,11.3187,0.6085
886,886,0.2750,11.3465,0.6082
887,887,0.2752,11.1889,0.6079
888,888,0.2705,11.4056,0.6075
889,889,0.2893,11.3014,0.6072
890,890,0.2629,11.3833,0.6069
891,891,0.2876,10.9347,0.6065
892,892,0.2751,11.3076,0.6062
893,893,0.2842,11.2639,0.6059
894,894,0.2922,10.4819,0.6055
895,895,0.3003,10.6431,0.6052
896,896,0.2820,10.5729,0.6049
897,897,0.2889,11.0653,0.6045
898,898,0.2817,11.3597,0.6042
899,899,0.2948,11.1236,0.6039
900,900,0.2759,10.7986,0.6035
901,901,0.2794,11.2792,0.6032
902,902,0.2476,11.1146,0.6029
903,903,0.2820,11.5944,0.6025
904,904,0.2774,10.9500,0.6022
905,905,0.2775,10.9806,0.6019
906,906,0.2828,11.2528,0.6015
907,907,0.2769,10.9326,0.6012
908,908,0.2698,11.1562,0.6009
909,909,0.2790,11.0583,0.6005
910,910,0.2897,10.5875,0.6002
911,911,0.2758,11.3063,0.5999
912,912,0.2616,11.2375,0.5995
913,913,0.2946,10.8028,0.5992
914,914,0.2722,11.0736,0.5989
915,915,0.2824,10.5847,0.5986
916,916,0.3106,10.2681,0.5982
917,917,0.2747,10.4035,0.5979
918,918,0.2802,11.0986,0.5976
919,919,0.2951,10.6826,0.5972
920,920,0.2665,11.0674,0.5969
921,921,0.2762,10.9847,0.5966
922,922,0.3011,10.6764,0.5963
923,923,0.2640,11.5556,0.5959
924,924,0.2641,11.4681,0.5956
925,925,0.2727,11.1944,0.5953
926,926,0.2878,11.0875,0.5950
927,927,0.2927,10.9535,0.5946
928,928,0.2839,11.1917,0.5943
929,929,0.2989,10.7403,0.5940
930,930,0.2858,11.1076,0.5936
931,931,0.2657,11.5729,0.5933
932,932,0.2929,10.5625,0.5930
933,933,0.2675,11.7576,0.5927
934,934,0.2957,11.0618,0.5923
935,935,0.2825,11.1417,0.5920
936,936,0.2891,10.8660,0.5917
937,937,0.2737,11.4472,0.5914
938,938,0.2836,10.8236,0.5910
939,939,0.2828,11.1514,0.5907
940,940,0.2827,11.2542,0.5904
941,941,0.2649,11.2076,0.5901
942,942,0.2908,11.3236,0.5897
943,943,0.2847,11.0028,0.5894
944,944,0.2945,10.9569,0.5891
945,945,0.2725,10.8396,0.5888
946,946,0.2879,10.4104,0.5884
947,947,0.2694,10.8986,0.5881
948,948,0.2807,10.7583,0.5878
949,949,0.2861,10.7486,0.5875
950,950,0.2779,10.3389,0.5872
951,951,0.2656,10.6618,0.5868
952,952,0.2932,10.8174,0.5865
953,953,0.2836,10.5750,0.5862
954,954,0.2692,10.5840,0.5859
955,955,0.2930,10.7472,0.5855
956,956,0.2930,10.3278,0.5852
957,957,0.2637,11.0354,0.5849
958,958,0.2755,10.8694,0.5846
959,959,0.2618,11.2646,0.5843
960,960,0.2765,11.1542,0.5839
961,961,0.2816,11.2292,0.5836
962,962,0.3056,10.6813,0.5833
963,963,0.2957,10.5715,0.5830
964,964,0.2868,10.9549,0.5827
965,965,0.2978,10.6049,0.5823
966,966,0.2993,10.7937,0.5820
967,967,0.3023,10.6507,0.5817
968,968,0.2974,10.8444,0.5814
969,969,0.2809,10.6611,0.5811
970,970,0.2858,11.3729,0.5807
971,971,0.2801,11.3931,0.5804
972,972,0.2653,11.2903,0.5801
973,973,0.2591,11.6417,0.5798
974,974,0.2669,11.7639,0.5795
975,975,0.2692,11.2340,0.5792
976,976,0.2668,11.5153,0.5788
977,977,0.3024,10.9743,0.5785
978,978,0.2735,10.9125,0.5782
979,979,0.2968,10.5618,0.5779
980,980,0.3000,11.0014,0.5776
981,981,0.2816,11.1625,0.5773
982,982,0.2842,10.9799,0.5769
983,983,0.3030,10.6951,0.5766
984,984,0.2827,10.7507,0.5763
985,985,0.2976,10.8160,0.5760
986,986,0.3045,10.8736,0.5757
987,987,0.2922,10.8014,0.5754
988,988,0.2942,10.7722,0.5750
989,989,0.3096,10.7375,0.5747
990,990,0.2981,11.0625,0.5744
991,991,0.3035,10.7410,0.5741
992,992,0.2862,10.9889,0.5738
993,993,0.2854,10.9354,0.5735
994,994,0.2997,10.4736,0.5732
995,995,0.2835,11.1451,0.5728
996,996,0.2907,10.7833,0.5725
997,997,0.2918,10.5208,0.5722
998,998,0.2871,10.7549,0.5719
999,999,0.2901,10.7639,0.5716
1000,1000,0.2887,11.0889,0.5713
1001,1001,0.2979,10.6021,0.5710
1002,1002,0.2966,10.7736,0.5707
1003,1003,0.2855,10.7722,0.5703
1004,1004,0.2908,10.7438,0.5700
1005,1005,0.2794,10.8458,0.5697
1006,1006,0.2849,10.9167,0.5694
1007,1007,0.3000,10.9069,0.5691
1008,1008,0.2951,11.0701,0.5688
1009,1009,0.2957,10.6889,0.5685
1010,1010,0.3020,11.3972,0.5682
1011,1011,0.2932,11.2076,0.5678
1012,1012,0.3032,11.0861,0.5675
1013,1013,0.3021,10.7403,0.5672
1014,1014,0.2885,11.1729,0.5669
1015,1015,0.2829,10.9083,0.5666
1016,1016,0.2833,11.0028,0.5663
1017,1017,0.2939,10.7389,0.5660
1018,1018,0.2982,10.7410,0.5657
1019,1019,0.2768,10.6701,0.5654
1020,1020,0.2860,11.0340,0.5651
1021,1021,0.3011,10.3014,0.5647
1022,1022,0.3049,10.4799,0.5644
1023,1023,0.3136,10.5493,0.5641
1024,1024,0.2945,10.5090,0.5638
1025,1025,0.2936,10.8458,0.5635
1026,1026,0.2941,10.6771,0.5632
1027,1027,0.2975,10.7014,0.5629
1028,1028,0.3035,10.4951,0.5626
1029,1029,0.3020,10.9840,0.5623
1030,1030,0.3008,10.5160,0.5620
1031,1031,0.2751,10.9208,0.5617
1032,1032,0.2993,10.8535,0.5614
1033,1033,0.2938,11.0854,0.5611
1034,1034,0.2926,10.1417,0.5607
1035,1035,0.3186,10.7826,0.5604
1036,1036,0.3034,10.7007,0.5601
1037,1037,0.3126,10.8160,0.5598
1038,1038,0.3039,10.3472,0.5595
1039,1039,0.3022,10.4958,0.5592
1040,1040,0.3005,10.5625,0.5589
1041,1041,0.3058,10.2812,0.5586
1042,1042,0.2878,10.7354,0.5583
1043,1043,0.2977,10.8326,0.5580
1044,1044,0.3064,10.4500,0.5577
1045,1045,0.3005,11.0035,0.5574
1046,1046,0.2808,10.8278,0.5571
1047,1047,0.3110,10.6861,0.5568
1048,1048,0.2840,10.7312,0.5565
1049,1049,0.3003,11.0229,0.5562
1050,1050,0.2938,10.2556,0.5559
1051,1051,0.2866,10.4625,0.5556
1052,1052,0.3091,10.4090,0.5553
1053,1053,0.3120,10.5451,0.5550
1054,1054,0.2982,11.2812,0.5547
1055,1055,0.2833,10.5646,0.5544
1056,1056,0.3018,10.9854,0.5540
1057,1057,0.3006,10.7326,0.5537
1058,1058,0.3084,10.3576,0.5534
1059,1059,0.2931,10.5806,0.5531
1060,1060,0.3024,10.4729,0.5528
1061,1061,0.2862,11.0139,0.5525
1062,1062,0.2990,10.5611,0.5522
1063,1063,0.3112,10.5090,0.5519
1064,1064,0.3067,10.4771,0.5516
1065,1065,0.3098,10.6222,0.5513
1066,1066,0.2863,10.7528,0.5510
1067,1067,0.2721,11.0437,0.5507
1068,1068,0.2984,10.9056,0.5504
1069,1069,0.2767,11.1618,0.5501
1070,1070,0.3047,11.1354,0.5498
1071,1071,0.3093,11.0431,0.5495
1072,1072,0.2909,10.7250,0.5492
1073,1073,0.2884,10.8076,0.5489
1074,1074,0.2824,10.9000,0.5486
1075,1075,0.3064,10.9826,0.5483
1076,1076,0.2988,10.6167,0.5480
1077,1077,0.2989,10.5660,0.5477
1078,1078,0.2971,10.6431,0.5474
1079,1079,0.3004,10.6632,0.5471
1080,1080,0.2929,10.5118,0.5468
1081,1081,0.2926,11.2688,0.5465
1082,1082,0.2910,10.8812,0.5462
1083,1083,0.2929,10.5243,0.5459
1084,1084,0.3211,10.1285,0.5456
1085,1085,0.3097,10.0854,0.5454
1086,1086,0.3283,10.5271,0.5451
1087,1087,0.3133,10.4042,0.5448
1088,1088,0.2988,10.3187,0.5445
1089,1089,0.3160,10.6562,0.5442
1090,1090,0.3250,10.5083,0.5439
1091,1091,0.3123,10.8278,0.5436
1092,1092,0.3041,10.6354,0.5433
1093,1093,0.2941,10.9542,0.5430
1094,1094,0.3130,10.2104,0.5427
1095,1095,0.3192,10.2326,0.5424
1096,1096,0.2972,10.6292,0.5421
1097,1097,0.3010,10.7951,0.5418
1098,1098,0.3157,10.4167,0.5415
1099,1099,0.3138,10.3396,0.5412
1100,1100,0.2918,10.6528,0.5409
1101,1101,0.3003,10.3722,0.5406
1102,1102,0.2886,10.9424,0.5403
1103,1103,0.2887,11.0326,0.5400
1104,1104,0.2860,10.9806,0.5397
1105,1105,0.2898,10.8597,0.5394
1106,1106,0.3025,11.1347,0.5391
1107,1107,0.2999,10.6042,0.5389
1108,1108,0.3000,10.9118,0.5386
1109,1109,0.3123,10.5021,0.5383
1110,1110,0.2969,10.5500,0.5380
1111,1111,0.3002,10.3181,0.5377
1112,1112,0.3099,10.2750,0.5374
1113,1113,0.3111,10.7104,0.5371
1114,1114,0.3099,9.7681,0.5368
1115,1115,0.3154,10.1896,0.5365
1116,1116,0.3052,10.8076,0.5362
1117,1117,0.3064,10.6389,0.5359
1118,1118,0.3073,10.6368,0.5356
1119,1119,0.3157,10.6778,0.5353
1120,1120,0.3076,10.6729,0.5351
1121,1121,0.3026,10.3243,0.5348
1122,1122,0.3091,10.6285,0.5345
1123,1123,0.2982,11.0625,0.5342
1124,1124,0.2999,10.8354,0.5339
1125,1125,0.3031,10.9007,0.5336
1126,1126,0.3130,10.9160,0.5333
1127,1127,0.3069,10.4062,0.5330
1128,1128,0.3108,10.3444,0.5327
1129,1129,0.3201,10.4465,0.5324
1130,1130,0.3163,10.2618,0.5322
1131,1131,0.2866,10.3465,0.5319
1132,1132,0.3205,10.1701,0.5316
1133,1133,0.3048,10.6097,0.5313
1134,1134,0.3178,10.3104,0.5310
1135,1135,0.3165,10.3799,0.5307
1136,1136,0.2868,11.0583,0.5304
1137,1137,0.3352,10.5285,0.5301
1138,1138,0.3225,10.2188,0.5298
1139,1139,0.2978,10.6111,0.5296
1140,1140,0.2982,10.9104,0.5293
1141,1141,0.3103,10.1875,0.5290
1142,1142,0.3171,10.0840,0.5287
1143,1143,0.3384,9.9493,0.5284
1144,1144,0.2974,10.3632,0.5281
1145,1145,0.3117,10.6896,0.5278
1146,1146,0.3011,10.4306,0.5275
1147,1147,0.3040,10.7882,0.5273
1148,1148,0.3109,10.7125,0.5270
1149,1149,0.3102,10.4285,0.5267
1150,1150,0.3262,10.2493,0.5264
1151,1151,0.3121,10.6799,0.5261
1152,1152,0.3276,10.4104,0.5258
1153,1153,0.3019,10.3958,0.5255
1154,1154,0.3081,10.1472,0.5253
1155,1155,0.3119,9.9917,0.5250
1156,1156,0.2928,9.7993,0.5247
1157,1157,0.2904,10.4313,0.5244
1158,1158,0.2973,10.6111,0.5241
1159,1159,0.3115,10.3611,0.5238
1160,1160,0.3039,10.1924,0.5235
1161,1161,0.3453,9.5333,0.5233
1162,1162,0.3120,10.3778,0.5230
1163,1163,0.2969,10.7125,0.5227
1164,1164,0.3067,10.0021,0.5224
1165,1165,0.3167,10.1111,0.5221
1166,1166,0.3048,10.2000,0.5218
1167,1167,0.3099,10.5368,0.5216
1168,1168,0.3111,10.6417,0.5213
1169,1169,0.3153,10.7604,0.5210
1170,1170,0.3163,10.8243,0.5207
1171,1171,0.3099,10.5993,0.5204
1172,1172,0.3111,10.2458,0.5201
1173,1173,0.2927,10.5847,0.5199
1174,1174,0.3202,10.7535,0.5196
1175,1175,0.2935,10.6507,0.5193
1176,1176,0.3062,10.9396,0.5190
1177,1177,0.3031,10.5507,0.5187
1178,1178,0.3088,10.6514,0.5185
1179,1179,0.3251,10.2021,0.5182
1180,1180,0.3278,10.0667,0.5179
1181,1181,0.3166,10.2542,0.5176
1182,1182,0.3130,10.3653,0.5173
1183,1183,0.3252,10.4354,0.5171
1184,1184,0.2953,10.6000,0.5168
1185,1185,0.3157,10.6472,0.5165
1186,1186,0.3111,10.2403,0.5162
1187,1187,0.3088,10.5312,0.5159
1188,1188,0.3114,10.5861,0.5157
1189,1189,0.3092,10.4104,0.5154
1190,1190,0.2980,10.7146,0.5151
1191,1191,0.3175,10.4229,0.5148
1192,1192,0.3182,10.3632,0.5145
1193,1193,0.3153,10.4437,0.5143
1194,1194,0.3187,10.5042,0.5140
1195,1195,0.3092,10.6549,0.5137
1196,1196,0.3047,10.2972,0.5134
1197,1197,0.3156,10.3778,0.5131
1198,1198,0.3170,10.0354,0.5129
1199,1199,0.3287,10.2049,0.5126
1200,1200,0.3225,10.6132,0.5123
1201,1201,0.3308,10.3007,0.5120
1202,1202,0.3091,10.7910,0.5118
1203,1203,0.3078,10.3625,0.5115
1204,1204,0.3070,10.6931,0.5112
1205,1205,0.3025,10.7507,0.5109
1206,1206,0.3247,10.0569,0.5107
1207,1207,0.3214,10.3292,0.5104
1208,1208,0.3170,10.4681,0.5101
1209,1209,0.3006,10.6708,0.5098
1210,1210,0.3113,10.5042,0.5095
1211,1211,0.3000,10.6111,0.5093
1212,1212,0.3139,10.5799,0.5090
1213,1213,0.3065,10.6444,0.5087
1214,1214,0.3233,10.1993,0.5084
1215,1215,0.3115,10.4333,0.5082
1216,1216,0.3088,10.4229,0.5079
1217,1217,0.2980,11.2465,0.5076
1218,1218,0.2965,10.8174,0.5073
1219,1219,0.3127,10.4201,0.5071
1220,1220,0.3139,10.6507,0.5068
1221,1221,0.3016,10.8646,0.5065
1222,1222,0.3121,10.7410,0.5063
1223,1223,0.3148,10.3458,0.5060
1224,1224,0.3036,10.9056,0.5057
1225,1225,0.3125,10.2361,0.5054
1226,1226,0.3053,10.5799,0.5052
1227,1227,0.3185,10.7451,0.5049
1228,1228,0.3209,9.9875,0.5046
1229,1229,0.3029,10.5889,0.5043
1230,1230,0.3200,10.4340,0.5041
1231,1231,0.3410,10.1035,0.5038
1232,1232,0.3156,10.5750,0.5035
1233,1233,0.3273,10.3799,0.5032
1234,1234,0.3198,10.3778,0.5030
1235,1235,0.3265,10.4583,0.5027
1236,1236,0.3237,10.4951,0.5024
1237,1237,0.3046,10.5347,0.5022
1238,1238,0.3392,9.9604,0.5019
1239,1239,0.3017,10.2389,0.5016
1240,1240,0.3101,10.1451,0.5013
1241,1241,0.3365,9.8896,0.5011
1242,1242,0.3107,10.7076,0.5008
1243,1243,0.3145,10.3590,0.5005
1244,1244,0.3184,10.4993,0.5003
1245,1245,0.3114,10.5854,0.5000
1246,1246,0.3186,9.8542,0.4997
1247,1247,0.3293,10.3396,0.4995
1248,1248,0.3197,10.5861,0.4992
1249,1249,0.3255,10.3715,0.4989
1250,1250,0.3180,10.2833,0.4986
1251,1251,0.3362,9.8951,0.4984
1252,1252,0.3203,10.4861,0.4981
1253,1253,0.3169,10.3819,0.4978
1254,1254,0.3316,10.4417,0.4976
1255,1255,0.3006,10.3771,0.4973
1256,1256,0.3156,10.2958,0.4970
1257,1257,0.3201,9.5236,0.4968
1258,1258,0.3044,10.5896,0.4965
1259,1259,0.3097,10.4833,0.4962
1260,1260,0.3203,10.1028,0.4960
1261,1261,0.2982,10.8688,0.4957
1262,1262,0.3162,9.9771,0.4954
1263,1263,0.3175,10.5278,0.4952
1264,1264,0.3129,10.9090,0.4949
1265,1265,0.2987,10.3118,0.4946
1266,1266,0.3073,10.5257,0.4944
1267,1267,0.3096,10.7486,0.4941
1268,1268,0.3260,10.0868,0.4938
1269,1269,0.3112,10.1653,0.4936
1270,1270,0.3143,10.5507,0.4933
1271,1271,0.3309,10.0931,0.4930
1272,1272,0.3250,10.1792,0.4928
1273,1273,0.3013,10.3160,0.4925
1274,1274,0.3255,9.9542,0.4922
1275,1275,0.3275,10.1479,0.4920
1276,1276,0.3049,10.0097,0.4917
1277,1277,0.3275,9.8438,0.4914
1278,1278,0.3155,10.4083,0.4912
1279,1279,0.3125,10.5028,0.4909
1280,1280,0.3128,10.1201,0.4906
1281,1281,0.3338,9.9444,0.4904
1282,1282,0.3308,10.0924,0.4901
1283,1283,0.3163,9.9660,0.4898
1284,1284,0.3247,10.0417,0.4896
1285,1285,0.3177,10.1944,0.4893
1286,1286,0.3308,9.6333,0.4891
1287,1287,0.3295,9.9021,0.4888
1288,1288,0.3232,10.3222,0.4885
1289,1289,0.3255,9.9389,0.4883
1290,1290,0.3264,10.1104,0.4880
1291,1291,0.3335,10.1438,0.4877
1292,1292,0.3348,9.8979,0.4875
1293,1293,0.3171,10.9090,0.4872
1294,1294,0.3038,10.6590,0.4870
1295,1295,0.3123,10.8639,0.4867
1296,1296,0.3163,10.5528,0.4864
1297,1297,0.3130,10.5049,0.4862
1298,1298,0.3101,9.9951,0.4859
1299,1299,0.3073,10.4556,0.4856
1300,1300,0.3046,10.6306,0.4854
1301,1301,0.3139,10.4757,0.4851
1302,1302,0.3098,10.7632,0.4849
1303,1303,0.3115,10.3653,0.4846
1304,1304,0.3214,10.4160,0.4843
1305,1305,0.3160,10.3806,0.4841
1306,1306,0.3304,10.0083,0.4838
1307,1307,0.3201,10.3951,0.4836
1308,1308,0.2919,10.7139,0.4833
1309,1309,0.2989,10.9354,0.4830
1310,1310,0.3352,10.3063,0.4828
1311,1311,0.3297,9.9951,0.4825
1312,1312,0.3241,9.8924,0.4823
1313,1313,0.3315,9.7417,0.4820
1314,1314,0.3331,9.7076,0.4817
1315,1315,0.3352,9.9979,0.4815
1316,1316,0.3077,10.5229,0.4812
1317,1317,0.3280,9.6833,0.4810
1318,1318,0.3069,10.2785,0.4807
1319,1319,0.3454,10.0083,0.4804
1320,1320,0.3086,10.2111,0.4802
1321,1321,0.3347,9.8625,0.4799
1322,1322,0.3295,9.9521,0.4797
1323,1323,0.3321,9.9069,0.4794
1324,1324,0.3323,9.8160,0.4792
1325,1325,0.3273,10.3958,0.4789
1326,1326,0.3471,9.7743,0.4786
1327,1327,0.3212,10.1347,0.4784
1328,1328,0.3378,10.6062,0.4781
1329,1329,0.3469,9.6465,0.4779
1330,1330,0.3306,9.7889,0.4776
1331,1331,0.3343,10.0951,0.4774
1332,1332,0.3431,10.0701,0.4771
1333,1333,0.3236,10.1854,0.4768
1334,1334,0.3294,10.2910,0.4766
1335,1335,0.3173,10.6708,0.4763
1336,1336,0.3170,10.2444,0.4761
1337,1337,0.3017,10.3618,0.4758
1338,1338,0.3189,10.0472,0.4756
1339,1339,0.3213,9.9604,0.4753
1340,1340,0.3359,9.6396,0.4751
1341,1341,0.3281,10.2118,0.4748
1342,1342,0.3283,9.8521,0.4745
1343,1343,0.3250,10.1403,0.4743
1344,1344,0.3274,10.1382,0.4740
1345,1345,0.3215,10.4604,0.4738
1346,1346,0.3120,10.5826,0.4735
1347,1347,0.3137,10.2674,0.4733
1348,1348,0.3107,10.4319,0.4730
1349,1349,0.3297,10.0125,0.4728
1350,1350,0.3236,10.1549,0.4725
1351,1351,0.3313,10.4236,0.4723
1352,1352,0.3301,9.8681,0.4720
1353,1353,0.3310,10.1174,0.4718
1354,1354,0.3361,9.7354,0.4715
1355,1355,0.3348,9.6979,0.4712
1356,1356,0.3216,9.8757,0.4710
1357,1357,0.3268,10.0493,0.4707
1358,1358,0.3164,10.2076,0.4705
1359,1359,0.3494,10.2444,0.4702
1360,1360,0.3192,10.1514,0.4700
1361,1361,0.3174,10.5208,0.4697
1362,1362,0.3277,9.9625,0.4695
1363,1363,0.3062,10.2681,0.4692
1364,1364,0.3346,9.7778,0.4690
1365,1365,0.3306,9.9403,0.4687
1366,1366,0.3148,10.6069,0.4685
1367,1367,0.3201,10.3396,0.4682
1368,1368,0.3185,10.4181,0.4680
1369,1369,0.3295,9.8229,0.4677
1370,1370,0.3220,10.2542,0.4675
1371,1371,0.3228,9.9042,0.4672
1372,1372,0.3428,9.9465,0.4670
1373,1373,0.3170,10.0111,0.4667
1374,1374,0.3370,10.1500,0.4665
1375,1375,0.3217,10.4708,0.4662
1376,1376,0.3294,10.1056,0.4660
1377,1377,0.3341,10.5736,0.4657
1378,1378,0.3318,10.3701,0.4655
1379,1379,0.3403,9.9924,0.4652
1380,1380,0.3276,10.3660,0.4650
1381,1381,0.3337,10.1306,0.4647
1382,1382,0.3227,10.2646,0.4645
1383,1383,0.3346,10.3556,0.4642
1384,1384,0.3291,10.1597,0.4640
1385,1385,0.3219,9.8014,0.4637
1386,1386,0.3227,10.4361,0.4635
1387,1387,0.3132,11.2111,0.4632
1388,1388,0.3125,10.8875,0.4630
1389,1389,0.3012,10.8292,0.4627
1390,1390,0.3193,10.6188,0.4625
1391,1391,0.3319,10.4125,0.4622
1392,1392,0.3252,10.1375,0.4620
1393,1393,0.3162,10.9097,0.4617
1394,1394,0.3117,10.0813,0.4615
1395,1395,0.3222,10.5014,0.4613
1396,1396,0.3348,9.9424,0.4610
1397,1397,0.3124,10.4271,0.4608
1398,1398,0.3272,10.1382,0.4605
1399,1399,0.3116,10.4278,0.4603
1400,1400,0.3190,10.5389,0.4600
1401,1401,0.3033,10.9396,0.4598
1402,1402,0.3236,10.0771,0.4595
1403,1403,0.3470,9.5139,0.4593
1404,1404,0.3375,9.0861,0.4590
1405,1405,0.3206,9.6493,0.4588
1406,1406,0.3330,9.5104,0.4585
1407,1407,0.3261,9.9674,0.4583
1408,1408,0.3374,10.1778,0.4581
1409,1409,0.3369,9.8771,0.4578
1410,1410,0.3423,9.8674,0.4576
1411,1411,0.3554,9.5813,0.4573
1412,1412,0.3407,9.4333,0.4571
1413,1413,0.3323,9.9285,0.4568
1414,1414,0.3493,9.5083,0.4566
1415,1415,0.3329,10.0292,0.4563
1416,1416,0.3476,9.6590,0.4561
1417,1417,0.3311,9.7312,0.4559
1418,1418,0.3351,10.2944,0.4556
